
,Timestamp,Date,Time,Value,Access token,Unnamed: 5
0,1690755893624,30/07/2023,22:24:53,"4942,396484",test_device_2024,
1,1690748693588,30/07/2023,20:24:53,"4942,158203",test_device_2024,
2,1690741493520,30/07/2023,18:24:53,"4939,23291",test_device_2024,
3,1690734293452,30/07/2023,16:24:53,"4939,208008",test_device_2024,
4,1690727093408,30/07/2023,14:24:53,"4937,298828",test_device_2024,
